SetName,Gene
B_cell_PCA_16704732,SSU72
B_cell_PCA_16704732,CD19
B_cell_PCA_16704732,SYNGR2
B_cell_PCA_16704732,ZNF532
B_cell_PCA_16704732,TRIM56
B_cell_PCA_16704732,MEF2C
B_cell_PCA_16704732,INPPL1
B_cell_PCA_16704732,NFKBIE
B_cell_PCA_16704732,JUP
B_cell_PCA_16704732,EGR1
B_cell_PCA_16704732,FCRL2
B_cell_PCA_16704732,TBC1D1
B_cell_PCA_16704732,ANKH
B_cell_PCA_16704732,TRIO
B_cell_PCA_16704732,RGS13
B_cell_PCA_16704732,SSPN
B_cell_PCA_16704732,ATG4A
B_cell_PCA_16704732,C11orf24
B_cell_PCA_16704732,PRKCE
B_cell_PCA_16704732,RALGPS2
B_cell_PCA_16704732,AIM2
B_cell_PCA_16704732,PIK3AP1
B_cell_PCA_16704732,BACE2
B_cell_PCA_16704732,COPS3
B_cell_PCA_16704732,CD22
B_cell_PCA_16704732,FCRL5
B_cell_PCA_16704732,PHF16
B_cell_PCA_16704732,POLD4
B_cell_PCA_16704732,TSPAN33
B_cell_PCA_16704732,EPHX1
B_cell_PCA_16704732,PEA15
B_cell_PCA_16704732,CNR2
B_cell_PCA_16704732,IFNGR2
B_cell_PCA_16704732,TSPAN31
B_cell_PCA_16704732,PCCA
B_cell_PCA_16704732,ANXA4
B_cell_PCA_16704732,RAP1GAP2
B_cell_PCA_16704732,MYBL2
B_cell_PCA_16704732,CD72
B_cell_PCA_16704732,CIITA
B_cell_PCA_16704732,PMEPA1
B_cell_PCA_16704732,CR1
B_cell_PCA_16704732,ITPR1
B_cell_PCA_16704732,IFI27
B_cell_PCA_16704732,HLA-DOA
B_cell_PCA_16704732,CDKN2A
B_cell_PCA_16704732,ZNF207
B_cell_PCA_16704732,SYT17
B_cell_PCA_16704732,EVI5L
B_cell_PCA_16704732,TUBB6
B_cell_PCA_16704732,DDR1
B_cell_PCA_16704732,COL14A1
B_cell_PCA_16704732,CHD7
B_cell_PCA_16704732,APOBEC3B
B_cell_PCA_16704732,FAM129C
B_cell_PCA_16704732,SCRN1
B_cell_PCA_16704732,TAP2
B_cell_PCA_16704732,MARCKS
B_cell_PCA_16704732,SNX10
B_cell_PCA_16704732,CCNG2
B_cell_PCA_16704732,CYBB
B_cell_PCA_16704732,BRD4
B_cell_PCA_16704732,PLEKHO1
B_cell_PCA_16704732,RNASE6
B_cell_PCA_16704732,STAP1
B_cell_PCA_16704732,ATP6V0A1
B_cell_PCA_16704732,VPS53
B_cell_PCA_16704732,RFX3
B_cell_PCA_16704732,MOB3B
B_cell_PCA_16704732,KDM4B
B_cell_PCA_16704732,CORO1C
B_cell_PCA_16704732,TCL1A
B_cell_PCA_16704732,RAB30
B_cell_PCA_16704732,SEMA4B
B_cell_PCA_16704732,DENND5B
B_cell_PCA_16704732,ARHGEF3
B_cell_PCA_16704732,UVRAG
B_cell_PCA_16704732,TSPAN3
B_cell_PCA_16704732,PARP14
B_cell_PCA_16704732,CTSZ
B_cell_PCA_16704732,HLA-DPB1
B_cell_PCA_16704732,F5
B_cell_PCA_16704732,PPAPDC1B
B_cell_PCA_16704732,ZYG11B
B_cell_PCA_16704732,GSAP
B_cell_PCA_16704732,BLK
B_cell_PCA_16704732,CLIC4
B_cell_PCA_16704732,HUWE1
B_cell_PCA_16704732,NAA50
B_cell_PCA_16704732,DAPP1
B_cell_PCA_16704732,FIG4
B_cell_PCA_16704732,SRGAP2
B_cell_PCA_16704732,FCGR2B
B_cell_PCA_16704732,BCL7A
B_cell_PCA_16704732,GUSBP11
B_cell_PCA_16704732,OSBPL10
B_cell_PCA_16704732,CD200
B_cell_PCA_16704732,RHOH
B_cell_PCA_16704732,SH3BP5
B_cell_PCA_16704732,CEBPB
B_cell_PCA_16704732,GNA12
B_cell_PCA_16704732,PALM2-AKAP2
B_cell_PCA_16704732,NKG7
B_cell_PCA_16704732,IRF8
B_cell_PCA_16704732,TNFRSF17
B_cell_PCA_16704732,CYB561A3
B_cell_PCA_16704732,ADK
B_cell_PCA_16704732,CORO2B
B_cell_PCA_16704732,CD86
B_cell_PCA_16704732,WDR83OS
B_cell_PCA_16704732,STX7
B_cell_PCA_16704732,IGJ
B_cell_PCA_16704732,CD1D
B_cell_PCA_16704732,HLA-DPA1
B_cell_PCA_16704732,KLHL14
B_cell_PCA_16704732,RALGAPB
B_cell_PCA_16704732,HLA-DQB1
B_cell_PCA_16704732,HCG18
B_cell_PCA_16704732,RCSD1
B_cell_PCA_16704732,PSEN2
B_cell_PCA_16704732,MZB1
B_cell_PCA_16704732,HRK
B_cell_PCA_16704732,TNFRSF18
B_cell_PCA_16704732,IL4R
B_cell_PCA_16704732,MTPN
B_cell_PCA_16704732,DRAM2
B_cell_PCA_16704732,TEAD2
B_cell_PCA_16704732,MTSS1
B_cell_PCA_16704732,SMAGP
B_cell_PCA_16704732,NCF4
B_cell_PCA_16704732,RBMS3
B_cell_PCA_16704732,SKAP2
B_cell_PCA_16704732,HSPA5
B_cell_PCA_16704732,HIST1H2BK
B_cell_PCA_16704732,CR2
B_cell_PCA_16704732,ODC1
B_cell_PCA_16704732,LHFPL2
B_cell_PCA_16704732,TCTN1
B_cell_PCA_16704732,ADRBK2
B_cell_PCA_16704732,DMXL1
B_cell_PCA_16704732,KYNU
B_cell_PCA_16704732,PIK3C2B
B_cell_PCA_16704732,FUBP1
B_cell_PCA_16704732,HLA-DRA
B_cell_PCA_16704732,CCDC25
B_cell_PCA_16704732,BMF
B_cell_PCA_16704732,SETBP1
B_cell_PCA_16704732,SAMD9
B_cell_PCA_16704732,MGME1
B_cell_PCA_16704732,FCRL1
B_cell_PCA_16704732,PUS10
B_cell_PCA_16704732,CD180
B_cell_PCA_16704732,RNF141
B_cell_PCA_16704732,CD79A
B_cell_PCA_16704732,LY86
B_cell_PCA_16704732,TNS3
B_cell_PCA_16704732,NUP88
B_cell_PCA_16704732,TLR7
B_cell_PCA_16704732,HVCN1
B_cell_PCA_16704732,ZNF154
B_cell_PCA_16704732,BTLA
B_cell_PCA_16704732,RFX5
B_cell_PCA_16704732,ZCCHC7
B_cell_PCA_16704732,SNX29P2
B_cell_PCA_16704732,CYTH1
B_cell_PCA_16704732,BTNL9
B_cell_PCA_16704732,CD79B
B_cell_PCA_16704732,GYLTL1B
B_cell_PCA_16704732,CD38
B_cell_PCA_16704732,SYVN1
B_cell_PCA_16704732,IFIT3
B_cell_PCA_16704732,BLNK
B_cell_PCA_16704732,HERPUD1
B_cell_PCA_16704732,DTX1
B_cell_PCA_16704732,RHOBTB2
B_cell_PCA_16704732,CXCR5
B_cell_PCA_16704732,KLF1
B_cell_PCA_16704732,VPREB3
B_cell_PCA_16704732,CHERP
B_cell_PCA_16704732,SLC2A1
B_cell_PCA_16704732,E2F5
B_cell_PCA_16704732,HECW2
B_cell_PCA_16704732,WDR34
B_cell_PCA_16704732,TLR10
B_cell_PCA_16704732,LYN
B_cell_PCA_16704732,IGHG1
B_cell_PCA_16704732,CCDC50
B_cell_PCA_16704732,KAZN
B_cell_PCA_16704732,PLCG2
B_cell_PCA_16704732,MYO1E
B_cell_PCA_16704732,CORO1A
B_cell_PCA_16704732,POU2F2
B_cell_PCA_16704732,AFF3
B_cell_PCA_16704732,GM2A
B_cell_PCA_16704732,POU2AF1
B_cell_PCA_16704732,FNBP4
B_cell_PCA_16704732,UROS
B_cell_PCA_16704732,BIRC3
B_cell_PCA_16704732,WIPF1
B_cell_PCA_16704732,TPD52
B_cell_PCA_16704732,IGL
B_cell_PCA_16704732,MS4A1
B_cell_PCA_16704732,BCL11A
B_cell_PCA_16704732,SMAD3
B_cell_PCA_16704732,ADAM28
B_cell_PCA_16704732,DNAJC10
B_cell_PCA_16704732,STAT6
B_cell_PCA_16704732,HLA-DQB2
B_cell_PCA_16704732,IGLL1
B_cell_PCA_16704732,ABCA1
B_cell_PCA_16704732,MAP3K8
B_cell_PCA_16704732,BSG
B_cell_PCA_16704732,LETMD1
B_cell_PCA_16704732,SMC6
B_cell_PCA_16704732,SPIB
B_cell_PCA_16704732,NR1H2
B_cell_PCA_16704732,SEL1L3
B_cell_PCA_16704732,FOXP1
B_cell_PCA_16704732,TOP2A
B_cell_PCA_16704732,HLA-DRB1
B_cell_PCA_16704732,IRF4
B_cell_PCA_16704732,LGALS9
B_cell_PCA_16704732,UBE2J1
B_cell_PCA_16704732,43160
B_cell_PCA_16704732,ACTA2
B_cell_PCA_16704732,SHMT2
B_cell_PCA_16704732,RRAS2
B_cell_PCA_16704732,SYK
B_cell_PCA_16704732,GCNT1
B_cell_PCA_16704732,SYPL1
B_cell_PCA_16704732,SUN2
B_cell_PCA_16704732,MMP11
B_cell_PCA_16704732,SNX2
B_cell_PCA_16704732,HLA-DQA1
B_cell_PCA_16704732,AMFR
B_cell_PCA_16704732,PRICKLE1
B_cell_PCA_16704732,TTC7A
B_cell_PCA_16704732,SLC15A2
B_cell_PCA_16704732,CD74
B_cell_PCA_16704732,TFEB
B_cell_PCA_16704732,CD83
B_cell_PCA_16704732,ARHGAP24
B_cell_PCA_16704732,FBXO41
B_cell_PCA_16704732,SWAP70
B_cell_PCA_16704732,BANK1
B_cell_PCA_16704732,SERPINA1
B_cell_PCA_16704732,L3MBTL4
B_cell_PCA_16704732,PRCP
B_cell_PCA_16704732,DNAH11
B_cell_PCA_16704732,GRAMD1C
B_cell_PCA_16704732,GUCD1
B_cell_PCA_16704732,TLR1
B_cell_PCA_16704732,KIAA0226L
CD8_PCA_16704732,DUSP2
CD8_PCA_16704732,GPR56
CD8_PCA_16704732,CST7
CD8_PCA_16704732,FCGBP
CD8_PCA_16704732,S100B
CD8_PCA_16704732,ADRB2
CD8_PCA_16704732,KLRC4
CD8_PCA_16704732,CCL5
CD8_PCA_16704732,IL2RB
CD8_PCA_16704732,GNLY
CD8_PCA_16704732,KLRC1
CD8_PCA_16704732,CD8A
CD8_PCA_16704732,C1orf21
CD8_PCA_16704732,CCL4L1
CD8_PCA_16704732,TBX21
CD8_PCA_16704732,TSPAN32
CD8_PCA_16704732,KLRG1
CD8_PCA_16704732,PRF1
CD8_PCA_16704732,GZMH
GRANS_PCA_16704732,SPTBN2
GRANS_PCA_16704732,SLPI
GRANS_PCA_16704732,CMTM6
GRANS_PCA_16704732,SLC9A7
GRANS_PCA_16704732,SLC25A37
GRANS_PCA_16704732,GABARAP
GRANS_PCA_16704732,QPCT
GRANS_PCA_16704732,PARPBP
GRANS_PCA_16704732,AOX1
GRANS_PCA_16704732,PPM1A
GRANS_PCA_16704732,RER1
GRANS_PCA_16704732,LAMP2
GRANS_PCA_16704732,SGCE
GRANS_PCA_16704732,OSBP2
GRANS_PCA_16704732,FAXDC2
GRANS_PCA_16704732,TGFA
GRANS_PCA_16704732,LRRK2
GRANS_PCA_16704732,SPRTN
GRANS_PCA_16704732,NFIA
GRANS_PCA_16704732,MOG
GRANS_PCA_16704732,BNIP3L
GRANS_PCA_16704732,CDA
GRANS_PCA_16704732,C5orf45
GRANS_PCA_16704732,AGO4
GRANS_PCA_16704732,CAMSAP2
GRANS_PCA_16704732,TNFRSF10A
GRANS_PCA_16704732,CYP4F3
GRANS_PCA_16704732,ELF4
GRANS_PCA_16704732,RAB2B
GRANS_PCA_16704732,TST
GRANS_PCA_16704732,TBC1D10C
GRANS_PCA_16704732,IL18RAP
GRANS_PCA_16704732,BST2
GRANS_PCA_16704732,FIS1
GRANS_PCA_16704732,SERPINE1
GRANS_PCA_16704732,ATP6V0C
GRANS_PCA_16704732,SLC31A2
GRANS_PCA_16704732,ARRB2
GRANS_PCA_16704732,ZNF598
GRANS_PCA_16704732,RTN3
GRANS_PCA_16704732,OAZ1
GRANS_PCA_16704732,GYPB
GRANS_PCA_16704732,USP47
GRANS_PCA_16704732,CHI3L1
GRANS_PCA_16704732,EMR2
GRANS_PCA_16704732,C9orf78
GRANS_PCA_16704732,BACH1
GRANS_PCA_16704732,SLC7A7
GRANS_PCA_16704732,ALOX5AP
GRANS_PCA_16704732,HLA-E
GRANS_PCA_16704732,TNFRSF10C
GRANS_PCA_16704732,TSPAN7
GRANS_PCA_16704732,MX2
GRANS_PCA_16704732,CLEC2D
GRANS_PCA_16704732,PIP
GRANS_PCA_16704732,MECOM
GRANS_PCA_16704732,SELENBP1
GRANS_PCA_16704732,TSPAN2
GRANS_PCA_16704732,GLIPR1
GRANS_PCA_16704732,SMOX
GRANS_PCA_16704732,CCL4L1
GRANS_PCA_16704732,ALPL
GRANS_PCA_16704732,FCGRT
GRANS_PCA_16704732,BIN2
GRANS_PCA_16704732,ANAPC16
GRANS_PCA_16704732,SDCBP
GRANS_PCA_16704732,DLX4
GRANS_PCA_16704732,DHRS7
GRANS_PCA_16704732,FTL
GRANS_PCA_16704732,C16orf72
GRANS_PCA_16704732,CPQ
GRANS_PCA_16704732,SLC7A5P1
GRANS_PCA_16704732,PYGL
GRANS_PCA_16704732,ICAM3
GRANS_PCA_16704732,SLC45A4
GRANS_PCA_16704732,C9orf40
GRANS_PCA_16704732,XK
GRANS_PCA_16704732,STX3
GRANS_PCA_16704732,PSMB3
GRANS_PCA_16704732,DEFA1
GRANS_PCA_16704732,DYSF
GRANS_PCA_16704732,CDK18
GRANS_PCA_16704732,GSPT1
GRANS_PCA_16704732,NDE1
GRANS_PCA_16704732,CECR6
GRANS_PCA_16704732,SLC15A4
GRANS_PCA_16704732,TAS2R38
GRANS_PCA_16704732,PLEKHG3
GRANS_PCA_16704732,DUSP6
GRANS_PCA_16704732,ST14
GRANS_PCA_16704732,S100A11
GRANS_PCA_16704732,FAM104A
GRANS_PCA_16704732,PPM1D
GRANS_PCA_16704732,RAC1
GRANS_PCA_16704732,FKBP8
GRANS_PCA_16704732,RGS20
GRANS_PCA_16704732,GRINA
GRANS_PCA_16704732,IDH2
GRANS_PCA_16704732,IL13RA1
GRANS_PCA_16704732,HCAR2
GRANS_PCA_16704732,PLEK2
GRANS_PCA_16704732,BCL2L1
GRANS_PCA_16704732,SLC25A44
GRANS_PCA_16704732,ANKIB1
GRANS_PCA_16704732,GNB2
GRANS_PCA_16704732,HSPA1A
GRANS_PCA_16704732,TIAM2
GRANS_PCA_16704732,CSF3R
GRANS_PCA_16704732,CD46
GRANS_PCA_16704732,NFE2
GRANS_PCA_16704732,NOV
GRANS_PCA_16704732,CHI3L2
GRANS_PCA_16704732,S100P
GRANS_PCA_16704732,TALDO1
GRANS_PCA_16704732,NAGA
GRANS_PCA_16704732,SAP30
GRANS_PCA_16704732,C3AR1
GRANS_PCA_16704732,TM4SF1
GRANS_PCA_16704732,TMCC2
GRANS_PCA_16704732,VNN2
GRANS_PCA_16704732,RIPK2
GRANS_PCA_16704732,PDK1
GRANS_PCA_16704732,NRBF2
GRANS_PCA_16704732,ACVR1B
GRANS_PCA_16704732,SYNE2
GRANS_PCA_16704732,ZNF185
GRANS_PCA_16704732,CXCR2
GRANS_PCA_16704732,CAMP
GRANS_PCA_16704732,PSMB9
GRANS_PCA_16704732,SNCA
GRANS_PCA_16704732,IKBKG
GRANS_PCA_16704732,WASH5P
GRANS_PCA_16704732,DHRS9
GRANS_PCA_16704732,CHST15
GRANS_PCA_16704732,MKRN1
GRANS_PCA_16704732,KCTD1
GRANS_PCA_16704732,CD1B
GRANS_PCA_16704732,TIGD3
GRANS_PCA_16704732,RPS2
GRANS_PCA_16704732,LYZ
GRANS_PCA_16704732,CREB5
GRANS_PCA_16704732,RPS6KA5
GRANS_PCA_16704732,LGALS3BP
GRANS_PCA_16704732,TMCC3
GRANS_PCA_16704732,DIRAS3
GRANS_PCA_16704732,CSF2RB
GRANS_PCA_16704732,DNAJC8
GRANS_PCA_16704732,OXCT1
GRANS_PCA_16704732,CTSC
GRANS_PCA_16704732,IQSEC1
GRANS_PCA_16704732,PRC1
GRANS_PCA_16704732,IL1R2
GRANS_PCA_16704732,ANXA5
GRANS_PCA_16704732,SETD5-AS1
GRANS_PCA_16704732,EMC3
GRANS_PCA_16704732,ERRFI1
GRANS_PCA_16704732,CITED2
GRANS_PCA_16704732,YBX3
GRANS_PCA_16704732,IMPA2
GRANS_PCA_16704732,LDHB
GRANS_PCA_16704732,PLBD1
GRANS_PCA_16704732,ALDH2
GRANS_PCA_16704732,CD48
GRANS_PCA_16704732,GUK1
GRANS_PCA_16704732,NINJ2
GRANS_PCA_16704732,MPP1
GRANS_PCA_16704732,LRRN3
GRANS_PCA_16704732,RFXANK
GRANS_PCA_16704732,RASSF2
GRANS_PCA_16704732,PICALM
GRANS_PCA_16704732,SH3GLB1
GRANS_PCA_16704732,CDC34
GRANS_PCA_16704732,NCOA4
GRANS_PCA_16704732,ACOX1
GRANS_PCA_16704732,MYD88
GRANS_PCA_16704732,SLC22A4
GRANS_PCA_16704732,RNASE2
GRANS_PCA_16704732,SEC14L1
GRANS_PCA_16704732,ACSL1
GRANS_PCA_16704732,PLXNC1
GRANS_PCA_16704732,UBN1
GRANS_PCA_16704732,FAM129A
GRANS_PCA_16704732,RXRA
GRANS_PCA_16704732,C20orf194
GRANS_PCA_16704732,AQP9
GRANS_PCA_16704732,CDIPT
GRANS_PCA_16704732,TMEM140
GRANS_PCA_16704732,GLUL
GRANS_PCA_16704732,NXPH3
GRANS_PCA_16704732,MAP2K3
GRANS_PCA_16704732,DFNA5
GRANS_PCA_16704732,FMOD
GRANS_PCA_16704732,CPVL
GRANS_PCA_16704732,HLX
GRANS_PCA_16704732,TM9SF2
GRANS_PCA_16704732,OLIG1
GRANS_PCA_16704732,JAZF1
GRANS_PCA_16704732,MARVELD2
GRANS_PCA_16704732,CCDC91
GRANS_PCA_16704732,DCAF12
GRANS_PCA_16704732,BEST1
GRANS_PCA_16704732,DNASE1
GRANS_PCA_16704732,ANK2
GRANS_PCA_16704732,NPL
GRANS_PCA_16704732,ITM2B
GRANS_PCA_16704732,ST6GALNAC2
GRANS_PCA_16704732,TLR8
GRANS_PCA_16704732,ABHD5
GRANS_PCA_16704732,ABTB1
GRANS_PCA_16704732,GSN
GRANS_PCA_16704732,IFIT2
GRANS_PCA_16704732,MSRA
GRANS_PCA_16704732,GATA6
GRANS_PCA_16704732,TECPR2
GRANS_PCA_16704732,UBE2B
GRANS_PCA_16704732,TSTD2
GRANS_PCA_16704732,MIIP
GRANS_PCA_16704732,MB
GRANS_PCA_16704732,FGL2
GRANS_PCA_16704732,GRN
GRANS_PCA_16704732,ARAP3
GRANS_PCA_16704732,LGALS3
GRANS_PCA_16704732,ZIC2
GRANS_PCA_16704732,HBG1
GRANS_PCA_16704732,SLA
GRANS_PCA_16704732,RGS2
GRANS_PCA_16704732,NAMPT
GRANS_PCA_16704732,STX6
GRANS_PCA_16704732,UBE2L6
GRANS_PCA_16704732,CA2
GRANS_PCA_16704732,SERPING1
GRANS_PCA_16704732,VMP1
GRANS_PCA_16704732,MFSD1
GRANS_PCA_16704732,PCK1
GRANS_PCA_16704732,LOC644462
GRANS_PCA_16704732,MYCN
GRANS_PCA_16704732,PIM1
GRANS_PCA_16704732,SPOPL
GRANS_PCA_16704732,SIGLEC5
GRANS_PCA_16704732,PIGS
GRANS_PCA_16704732,LIMK2
GRANS_PCA_16704732,TMEM259
GRANS_PCA_16704732,EVI2B
GRANS_PCA_16704732,PAK1
GRANS_PCA_16704732,CREG1
GRANS_PCA_16704732,UBXN6
GRANS_PCA_16704732,ART4
GRANS_PCA_16704732,EIF2AK1
GRANS_PCA_16704732,ALAS2
GRANS_PCA_16704732,LMO2
GRANS_PCA_16704732,CNPPD1
GRANS_PCA_16704732,APOC2
GRANS_PCA_16704732,FCGR3A
GRANS_PCA_16704732,PI3
GRANS_PCA_16704732,PGD
GRANS_PCA_16704732,TBX19
GRANS_PCA_16704732,SIAH2
GRANS_PCA_16704732,IFITM2
GRANS_PCA_16704732,COL16A1
GRANS_PCA_16704732,MME
GRANS_PCA_16704732,RAB9A
GRANS_PCA_16704732,SNX27
GRANS_PCA_16704732,CHMP2A
GRANS_PCA_16704732,CD302
GRANS_PCA_16704732,FAM214B
GRANS_PCA_16704732,KLF1
GRANS_PCA_16704732,SQRDL
GRANS_PCA_16704732,AOC1
GRANS_PCA_16704732,SOD2
GRANS_PCA_16704732,CMBL
GRANS_PCA_16704732,GMPR
GRANS_PCA_16704732,ATP6V1B2
GRANS_PCA_16704732,NBPF12
GRANS_PCA_16704732,LYN
GRANS_PCA_16704732,NCF2
GRANS_PCA_16704732,MXD1
GRANS_PCA_16704732,ATP6V0B
GRANS_PCA_16704732,BCL6
GRANS_PCA_16704732,IL1RN
GRANS_PCA_16704732,KLHL12
GRANS_PCA_16704732,MET
GRANS_PCA_16704732,CHP1
GRANS_PCA_16704732,ZNF599
GRANS_PCA_16704732,SOAT1
GRANS_PCA_16704732,SEC24A
GRANS_PCA_16704732,GCA
GRANS_PCA_16704732,PPP1R18
GRANS_PCA_16704732,FPR1
GRANS_PCA_16704732,RBM7
GRANS_PCA_16704732,DCLRE1C
GRANS_PCA_16704732,CD40
GRANS_PCA_16704732,DOCK5
GRANS_PCA_16704732,CNGB3
GRANS_PCA_16704732,ADM
GRANS_PCA_16704732,RAB10
GRANS_PCA_16704732,HPCA
GRANS_PCA_16704732,SH3BGRL3
GRANS_PCA_16704732,TPPP2
GRANS_PCA_16704732,H3F3A
GRANS_PCA_16704732,MAPK1
GRANS_PCA_16704732,MAD2L1BP
GRANS_PCA_16704732,SLC25A39
GRANS_PCA_16704732,TSPAN5
GRANS_PCA_16704732,CBX4
GRANS_PCA_16704732,TMCC1
GRANS_PCA_16704732,MMP9
GRANS_PCA_16704732,TTR
GRANS_PCA_16704732,CELF2
GRANS_PCA_16704732,KRT8
GRANS_PCA_16704732,NPRL3
GRANS_PCA_16704732,RFX1
GRANS_PCA_16704732,MCTP2
GRANS_PCA_16704732,SRGN
GRANS_PCA_16704732,TIMM21
GRANS_PCA_16704732,SUMF1
GRANS_PCA_16704732,EPB42
GRANS_PCA_16704732,LINGO2
GRANS_PCA_16704732,FRG1B
GRANS_PCA_16704732,LECT2
GRANS_PCA_16704732,CTSS
GRANS_PCA_16704732,MAP1A
GRANS_PCA_16704732,INHBB
GRANS_PCA_16704732,SERPINB7
GRANS_PCA_16704732,WT1
GRANS_PCA_16704732,LILRA2
GRANS_PCA_16704732,PRSS50
GRANS_PCA_16704732,MOB3A
GRANS_PCA_16704732,RWDD3
GRANS_PCA_16704732,ZDHHC18
GRANS_PCA_16704732,PPP1R3D
GRANS_PCA_16704732,CETN3
GRANS_PCA_16704732,KCNJ2
GRANS_PCA_16704732,PPM1F
GRANS_PCA_16704732,NR1H4
GRANS_PCA_16704732,RNPEP
GRANS_PCA_16704732,MNDA
GRANS_PCA_16704732,43160
GRANS_PCA_16704732,MYADM
GRANS_PCA_16704732,PCSK1
GRANS_PCA_16704732,TFE3
GRANS_PCA_16704732,RAD50
GRANS_PCA_16704732,MEGF9
GRANS_PCA_16704732,PGAM1
GRANS_PCA_16704732,C17orf103
GRANS_PCA_16704732,GPX1
GRANS_PCA_16704732,TLR1
GRANS_PCA_16704732,XPO6
LYMPHS_PCA_16704732,UQCRB
LYMPHS_PCA_16704732,SESTD1
LYMPHS_PCA_16704732,QTRT1
LYMPHS_PCA_16704732,TIPIN
LYMPHS_PCA_16704732,REL
LYMPHS_PCA_16704732,STXBP2
LYMPHS_PCA_16704732,HSBP1
LYMPHS_PCA_16704732,COX6C
LYMPHS_PCA_16704732,RPL11
LYMPHS_PCA_16704732,MECOM
LYMPHS_PCA_16704732,ANKRD28
LYMPHS_PCA_16704732,JUN
LYMPHS_PCA_16704732,ZC3H15
LYMPHS_PCA_16704732,RPL23
LYMPHS_PCA_16704732,RPS6KA2
LYMPHS_PCA_16704732,EEF2
LYMPHS_PCA_16704732,TMA7
LYMPHS_PCA_16704732,RPS6
LYMPHS_PCA_16704732,RPL27
LYMPHS_PCA_16704732,RPS21
LYMPHS_PCA_16704732,COX7B
LYMPHS_PCA_16704732,PRRC2B
LYMPHS_PCA_16704732,CYP17A1
LYMPHS_PCA_16704732,NSUN4
LYMPHS_PCA_16704732,TOMM34
LYMPHS_PCA_16704732,MINOS1
LYMPHS_PCA_16704732,STAMBPL1
LYMPHS_PCA_16704732,FGF9
LYMPHS_PCA_16704732,ATF4
LYMPHS_PCA_16704732,RPL35
LYMPHS_PCA_16704732,RPL31
LYMPHS_PCA_16704732,RPS24
LYMPHS_PCA_16704732,DCLRE1C
LYMPHS_PCA_16704732,C5orf49
LYMPHS_PCA_16704732,FAM162A
LYMPHS_PCA_16704732,ITGB2
LYMPHS_PCA_16704732,SLC19A1
LYMPHS_PCA_16704732,RPL32
LYMPHS_PCA_16704732,TPP2
LYMPHS_PCA_16704732,MALAT1
LYMPHS_PCA_16704732,LSM3
LYMPHS_PCA_16704732,TSSC1
LYMPHS_PCA_16704732,ATXN2L
LYMPHS_PCA_16704732,SERPINB6
LYMPHS_PCA_16704732,TPI1
T_cell_PCA_16704732,SLC35D2
T_cell_PCA_16704732,CD3E
T_cell_PCA_16704732,S100A8
T_cell_PCA_16704732,GATA3
T_cell_PCA_16704732,GIPC1
T_cell_PCA_16704732,CCL5
T_cell_PCA_16704732,PRKCA
T_cell_PCA_16704732,SLCO3A1
T_cell_PCA_16704732,CEP85L
T_cell_PCA_16704732,KLRB1
T_cell_PCA_16704732,CD5
T_cell_PCA_16704732,SH2D1A
T_cell_PCA_16704732,S100A10
T_cell_PCA_16704732,IL6ST
T_cell_PCA_16704732,CD247
T_cell_PCA_16704732,CD6
T_cell_PCA_16704732,SBK1
T_cell_PCA_16704732,GBP2
T_cell_PCA_16704732,KLRG1
T_cell_PCA_16704732,TIAM1
T_cell_PCA_16704732,MYBL1
T_cell_PCA_16704732,TACC3
T_cell_PCA_16704732,RASGRP1
T_cell_PCA_16704732,LAT
T_cell_PCA_16704732,OSBP2
T_cell_PCA_16704732,LIMA1
T_cell_PCA_16704732,UPP1
T_cell_PCA_16704732,RNF213
T_cell_PCA_16704732,MAPKAPK5
T_cell_PCA_16704732,ACVR2B
T_cell_PCA_16704732,FYB
T_cell_PCA_16704732,HSPA1L
T_cell_PCA_16704732,LEF1
T_cell_PCA_16704732,MRPL27
T_cell_PCA_16704732,LRIG1
T_cell_PCA_16704732,RARRES3
T_cell_PCA_16704732,DPP4
T_cell_PCA_16704732,TRA
T_cell_PCA_16704732,APBA2
T_cell_PCA_16704732,SPOCK2
T_cell_PCA_16704732,MLLT3
T_cell_PCA_16704732,PCSK5
T_cell_PCA_16704732,BCL11B
T_cell_PCA_16704732,VIPR1
T_cell_PCA_16704732,RUNX2
T_cell_PCA_16704732,GALT
T_cell_PCA_16704732,ITGA6
T_cell_PCA_16704732,OLAH
T_cell_PCA_16704732,CD3G
T_cell_PCA_16704732,DNASE1L3
T_cell_PCA_16704732,CAMK4
T_cell_PCA_16704732,DNAJB1
T_cell_PCA_16704732,KLRC4
T_cell_PCA_16704732,TNFSF8
T_cell_PCA_16704732,NSG1
T_cell_PCA_16704732,SATB1
T_cell_PCA_16704732,GZMK
T_cell_PCA_16704732,IL18R1
T_cell_PCA_16704732,IFITM1
T_cell_PCA_16704732,LYAR
T_cell_PCA_16704732,CISH
T_cell_PCA_16704732,PRSS1
T_cell_PCA_16704732,PRKCI
T_cell_PCA_16704732,BIN2
T_cell_PCA_16704732,TRAT1
T_cell_PCA_16704732,SORL1
T_cell_PCA_16704732,CD3D
T_cell_PCA_16704732,PIK3IP1
T_cell_PCA_16704732,PCYT2
T_cell_PCA_16704732,CCND2
T_cell_PCA_16704732,CTSW
T_cell_PCA_16704732,LINS
T_cell_PCA_16704732,ITK
T_cell_PCA_16704732,DISC1
T_cell_PCA_16704732,STAT4
T_cell_PCA_16704732,MAN1C1
T_cell_PCA_16704732,ITM2A
